"codpanelista2","wave","sex","age","education","femindexa","femindexb","femindexc","femindexd","femindexe","femindexf","femindexg","femindexh","femindexi","immigeco","immicult","polintr","constpref","populisma","populismd","populismf","populismi","populismj","populismn","lrself","femstrike","femdemonstrate","feminfo","femtalk","vote2016","voteintentionspain","hhincome","livingpartner","indeprespect","curiosmanners","selfconfobed","empathybehave","idcode","time","nwaves","year","female","age4","cohort","g3cohort","edu3","edu3_1","edu3_2","edu3_3","hincome","hincome17all","hincome18all","hincome19all","hincome20all","hincome_all","x3hincall","dhincome_all","intpol","dintpol","ideol","ideo5","a_respect","a_manner","a_behave","a_obedient","authoritarian","natveco","natvcult","nativism","ip_populisma","ip_populismd","ip_populismf","ip_populismi","ip_populismj","ip_populismn","pop6amz","orgterr","imsex_1a","imsex_2b","imsex_3c","imsex_4d","imsex_5e","imsex_6f","imsex_7g","imsex_8h","imsex_9i","msexism","swim_msex","p8m_strike","p8m_demonst","p8m_mobiliz","p8m_talked","ip8m","vim_vox","vim_pp","rv16all","t1edu3","t1x3hincall","t1dintpol","t1ideo5","t1rv16all","t2partner","t2ip8m","l2vim_vox","lsvim_vox","l2authoritarian","lsauthoritarian","l2ideol","lsideol","l2nativism","lsnativism","l2orgterr","lsorgterr","l2pop6amz","lspop6amz","l2msexism","lsmsexism","l2swim_msex","lsswim_msex","posmsex","negmsex","posswim","negswim"
3790,11,2,53,3,4,1,1,1,5,1,1,1,4,0,10,3,1,7,5,5,4,5,7,0,2,2,2,2,NA,4,99,1,2,2,1,2,3790,2,3,2019,1,4,51,3,1,1,0,0,NA,3,3,3,4,3,1,0.181818187236786,0.333333343267441,0,0,1,1,1,1,1,1,1,1,1,1,0.666666686534882,0.666666686534882,0.5,0.666666686534882,1,0.75,0,4,7,1,1,5,7,7,1,4,0.518518507480621,0.520833313465118,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3790,12,2,54,3,4,4,4,1,5,1,1,5,5,2,0,3,2,6,4,4,4,5,6,2,2,2,2,2,NA,4,4,1,2,2,1,1,3790,3,3,2020,1,4,51,3,1,1,0,0,4,3,3,3,4,4,1,0.272727280855179,0.333333343267441,0,0.200000002980232,1,1,1,0,1,0.75,0.800000011920929,0,0.400000005960464,0.833333313465118,0.5,0.5,0.5,0.666666686534882,0.833333313465118,0.638888895511627,0.25,4,4,4,1,5,7,7,5,5,0.611111104488373,0.604166686534882,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,0.75,0.25,0,0,0.600000023841858,0.399999976158142,0,0,0.638888895511627,0.111111104488373,0.481481462717056,0.0370370447635651,0.458333343267441,0.0624999701976776,0.0370370447635651,0,0.0624999701976776,0
3791,10,2,51,9,3,5,6,3,3,4,6,1,3,7,7,2,4,7,7,5,3,7,5,3,1,1,2,1,50,54,6,1,2,2,2,1,3791,1,3,2018,1,4,50,3,3,0,0,1,6,6,6,7,7,6,2,0.454545468091965,0.666666686534882,1,0.300000011920929,2,1,1,0,0,0.5,0.300000011920929,0.699999988079071,0.5,1,1,0.666666686534882,0.333333343267441,1,0.666666686534882,0.777777791023254,0.75,3,3,6,3,3,4,2,1,3,0.351851850748062,0.354166656732559,1,1,0,1,0.75,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3791,11,2,52,8,1,6,6,1,4,5,6,5,1,9,7,2,4,7,5,6,1,7,7,2,2,2,2,1,NA,3,7,1,2,2,2,1,3791,2,3,2019,1,4,50,3,3,0,0,1,7,6,6,7,7,7,2,0.545454561710358,0.666666686534882,1,0.200000002980232,1,1,1,0,0,0.5,0.100000001490116,0.699999988079071,0.400000005960464,1,0.666666686534882,0.833333313465118,0,1,1,0.75,0.75,1,2,6,1,4,3,2,5,1,0.296296268701553,0.333333343267441,0,0,0,1,0.25,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3791,12,2,53,8,1,5,2,1,3,6,5,1,2,7,5,2,4,6,6,5,2,6,2,2,2,2,2,1,NA,55,7,1,2,2,2,1,3791,3,3,2020,1,4,50,3,3,0,0,1,7,6,6,7,7,7,2,0.545454561710358,0.666666686534882,1,0.200000002980232,1,1,1,0,0,0.5,0.300000011920929,0.5,0.400000005960464,0.833333313465118,0.833333313465118,0.666666686534882,0.16666667163372,0.833333313465118,0.16666667163372,0.583333313465118,0.75,1,3,2,1,3,2,3,1,2,0.16666667163372,0.16666667163372,0,0,0,1,0.25,0,0,4,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0.300000011920929,-0.100000008940697,0.5,-0.0999999940395355,0.75,0,0.777777791023254,-0.0277777910232544,0.351851850748062,-0.0555555820465088,0.354166656732559,-0.0208333134651184,0,-0.0555555820465088,0,-0.0208333134651184
3792,10,1,24,11,1,7,1,3,2,7,7,2,1,6,1,3,5,7,2,7,7,7,4,0,2,1,1,1,3,3,10,0,1,1,2,2,3792,1,1,2018,0,1,23,1,3,0,0,1,10,10,10,10,10,10,3,0.818181812763214,0.333333343267441,0,0,1,0,0,1,0,0.25,0.400000005960464,0.100000001490116,0.25,1,0.16666667163372,1,1,1,0.5,0.777777791023254,1,1,1,1,3,2,1,1,2,1,0.0740740671753883,0.0833333358168602,0,1,1,1,0.75,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3793,10,1,39,3,2,6,3,1,1,6,4,2,2,2,10,2,1,7,6,6,5,6,7,5,2,2,2,2,NA,4,8,1,2,2,2,2,3793,1,3,2018,0,3,38,2,1,1,0,0,8,8,8,9,10,8,2,0.636363625526428,0.666666686534882,1,0.5,3,1,1,1,0,0.75,0.800000011920929,1,0.899999976158142,1,0.833333313465118,0.833333313465118,0.666666686534882,0.833333313465118,1,0.861111104488373,0,2,2,3,1,1,2,4,2,2,0.185185194015503,0.1875,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3793,11,1,40,3,2,6,4,2,3,5,5,4,3,0,10,3,1,7,5,6,6,6,7,5,2,2,2,2,NA,4,9,1,2,1,2,2,3793,2,3,2019,0,3,38,2,1,1,0,0,9,8,8,9,10,9,3,0.727272748947144,0.333333343267441,0,0.5,3,1,0,1,0,0.5,1,1,1,1,0.666666686534882,0.833333313465118,0.833333313465118,0.833333313465118,1,0.861111104488373,0,2,2,4,2,3,3,3,4,3,0.314814805984497,0.3125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3793,12,1,41,11,4,4,5,2,3,4,5,5,4,3,8,3,3,7,5,5,5,5,7,5,2,2,2,2,NA,4,10,1,2,2,2,2,3793,3,3,2020,0,3,38,2,3,0,0,1,10,8,8,9,10,10,3,0.818181812763214,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.699999988079071,0.800000011920929,0.75,1,0.666666686534882,0.666666686534882,0.666666686534882,0.666666686534882,1,0.777777791023254,0.5,4,4,5,2,3,4,3,5,4,0.462962955236435,0.458333343267441,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.75,-0.25,0.5,0,0.899999976158142,0.100000023841858,0,0,0.861111104488373,0,0.185185194015503,0.129629611968994,0.1875,0.125,0.129629611968994,0,0.125,0
3794,10,2,40,11,1,1,1,1,1,7,7,7,1,1,10,2,5,7,4,1,1,7,1,1,1,1,1,1,3,3,10,1,2,1,2,2,3794,1,2,2018,1,3,39,2,3,0,0,1,10,10,10,10,10,10,3,0.818181812763214,0.666666686534882,1,0.100000001490116,1,1,0,1,0,0.5,0.899999976158142,1,0.949999988079071,1,0.5,0,0,1,0,0.416666656732559,1,1,7,1,1,1,1,1,7,1,0.222222208976746,0.25,1,1,1,1,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3794,11,2,41,11,1,7,1,1,1,6,7,1,1,3,8,2,5,7,7,4,7,7,7,1,1,1,1,1,NA,3,10,1,1,1,2,2,3794,2,2,2019,1,3,39,2,3,0,0,1,10,10,10,10,10,10,3,0.818181812763214,0.666666686534882,1,0.100000001490116,1,0,0,1,0,0.25,0.699999988079071,0.800000011920929,0.75,1,1,0.5,1,1,1,0.916666686534882,1,1,1,1,1,1,2,1,1,1,0.018518527969718,0.020833333954215,1,1,1,1,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3795,10,2,18,6,1,7,1,1,1,7,7,1,1,5,0,1,5,7,1,2,4,5,5,2,1,1,1,1,NA,5,6,0,1,2,2,1,3795,1,1,2018,1,1,17,1,2,0,1,0,6,6,6,6,6,6,2,0.454545468091965,1,1,0.200000002980232,1,0,1,0,0,0.25,0.5,0,0.25,1,0,0.16666667163372,0.5,0.666666686534882,0.666666686534882,0.5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3796,10,2,27,11,2,5,3,3,5,7,6,5,5,3,3,2,3,7,5,4,7,7,7,5,2,1,1,1,4,4,8,1,2,2,2,1,3796,1,3,2018,1,2,26,1,3,0,0,1,8,8,8,9,12,8,2,0.636363625526428,0.666666686534882,1,0.5,3,1,1,0,0,0.5,0.699999988079071,0.300000011920929,0.5,1,0.666666686534882,0.5,1,1,1,0.861111104488373,0.5,2,3,3,3,5,1,2,5,5,0.370370388031006,0.333333343267441,0,1,1,1,0.75,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3796,11,2,28,11,3,5,4,4,4,4,4,4,4,8,7,3,4,6,3,3,4,4,4,7,2,2,2,2,NA,4,9,1,2,1,2,2,3796,2,3,2019,1,2,26,1,3,0,0,1,9,8,8,9,12,9,3,0.727272748947144,0.333333343267441,0,0.699999988079071,4,1,0,1,0,0.5,0.200000002980232,0.699999988079071,0.449999988079071,0.833333313465118,0.333333343267441,0.333333343267441,0.5,0.5,0.5,0.5,0.75,3,3,4,4,4,4,4,4,4,0.462962955236435,0.458333343267441,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3796,12,2,29,11,4,4,4,5,4,4,4,5,5,3,5,3,1,3,5,3,4,4,3,6,2,2,2,1,NA,2,12,1,2,2,2,1,3796,3,3,2020,1,2,26,1,3,0,0,1,12,8,8,9,12,12,3,1,0.333333343267441,0,0.600000023841858,4,1,1,0,0,0.5,0.699999988079071,0.5,0.600000023841858,0.333333343267441,0.666666686534882,0.333333343267441,0.5,0.5,0.333333343267441,0.444444447755814,0,4,4,4,5,4,4,4,5,5,0.555555582046509,0.541666686534882,0,0,0,1,0.25,0,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0.5,0.199999988079071,0.5,-0.050000011920929,0.5,0.25,0.861111104488373,-0.361111104488373,0.370370388031006,0.0925925672054291,0.333333343267441,0.125,0.0925925672054291,0,0.125,0
3797,10,1,42,9,3,4,3,3,4,5,4,4,3,5,7,3,1,5,4,3,3,5,5,4,2,2,2,2,1,1,7,1,2,1,2,1,3797,1,2,2018,0,3,41,2,3,0,0,1,7,7,7,5,5,7,2,0.545454561710358,0.333333343267441,0,0.400000005960464,2,1,0,0,0,0.25,0.5,0.699999988079071,0.600000023841858,0.666666686534882,0.5,0.333333343267441,0.333333343267441,0.666666686534882,0.666666686534882,0.527777791023254,0,3,4,3,3,4,3,4,4,3,0.407407402992249,0.416666656732559,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3797,11,1,43,9,4,4,4,3,4,5,4,4,3,6,6,3,2,7,4,4,3,5,5,5,2,2,2,2,NA,54,5,1,2,2,2,1,3797,2,2,2019,0,3,41,2,3,0,0,1,5,7,7,5,5,5,1,0.363636374473572,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.400000005960464,0.600000023841858,0.5,1,0.5,0.5,0.333333343267441,0.666666686534882,0.666666686534882,0.611111104488373,0.25,4,4,4,3,4,3,4,4,3,0.444444447755814,0.458333343267441,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3798,10,1,36,3,6,4,5,5,5,4,4,4,4,1,10,1,1,7,4,7,7,7,7,7,2,2,1,1,2,4,99,0,2,2,2,2,3798,1,3,2018,0,3,35,2,1,1,0,0,NA,6,6,6,4,6,2,0.454545468091965,1,1,0.699999988079071,4,1,1,1,0,0.75,0.899999976158142,1,0.949999988079071,1,0.5,1,1,1,1,0.916666686534882,0,6,4,5,5,5,4,4,4,4,0.592592537403107,0.604166686534882,0,0,1,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3798,11,1,37,3,7,1,7,1,5,2,3,7,5,10,10,2,1,7,7,7,7,7,7,6,2,2,2,2,NA,23,6,1,2,2,1,2,3798,2,3,2019,0,3,35,2,1,1,0,0,6,6,6,6,4,6,2,0.454545468091965,0.666666686534882,1,0.600000023841858,4,1,1,1,1,1,0,1,0.5,1,1,1,1,1,1,1,0,7,7,7,1,5,6,5,7,5,0.759259223937988,0.770833313465118,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3798,12,1,38,3,7,1,1,7,7,1,1,7,7,3,10,1,1,7,7,7,7,7,7,5,2,2,2,2,NA,23,4,1,2,2,1,1,3798,3,3,2020,0,3,35,2,1,1,0,0,4,6,6,6,4,4,1,0.272727280855179,1,1,0.5,3,1,1,0,1,0.75,0.699999988079071,1,0.850000023841858,1,1,1,1,1,1,1,0,7,7,1,7,7,7,7,7,7,0.888888895511627,0.875,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0.75,0.25,0.699999988079071,-0.0999999642372131,0.949999988079071,-0.449999988079071,0,0,0.916666686534882,0.0833333134651184,0.592592537403107,0.166666686534882,0.604166686534882,0.166666626930237,0.166666686534882,0,0.166666626930237,0
3799,10,1,23,10,5,3,4,2,4,2,2,7,4,3,7,3,3,5,5,4,4,4,4,4,2,2,2,2,3,23,9,0,1,1,2,2,3799,1,2,2018,0,1,22,1,3,0,0,1,9,9,9,4,4,9,3,0.727272748947144,0.333333343267441,0,0.400000005960464,2,0,0,1,0,0.25,0.699999988079071,0.699999988079071,0.699999988079071,0.666666686534882,0.666666686534882,0.5,0.5,0.5,0.5,0.555555582046509,0.5,5,5,4,2,4,6,6,7,4,0.629629611968994,0.645833313465118,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3799,11,1,24,8,2,7,6,4,4,4,2,2,4,3,8,2,4,7,7,7,1,3,5,8,1,2,2,1,NA,5,4,1,1,2,1,2,3799,2,2,2019,0,1,22,1,3,0,0,1,4,9,9,4,4,4,1,0.272727280855179,0.666666686534882,1,0.800000011920929,5,0,1,1,1,0.75,0.699999988079071,0.800000011920929,0.75,1,1,1,0,0.333333343267441,0.666666686534882,0.666666686534882,0.75,2,1,6,4,4,4,6,2,4,0.444444447755814,0.4375,1,0,0,1,0.5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3800,10,2,51,11,1,7,1,2,2,4,6,2,2,4,5,2,3,4,5,4,2,3,5,5,1,1,1,1,54,54,99,0,1,2,2,1,3800,1,2,2018,1,4,50,3,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.666666686534882,1,0.5,3,0,1,0,0,0.25,0.600000023841858,0.5,0.550000011920929,0.5,0.666666686534882,0.5,0.16666667163372,0.333333343267441,0.666666686534882,0.472222238779068,0.5,1,1,1,2,2,4,2,2,2,0.148148134350777,0.14583332836628,1,1,1,1,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3800,11,2,52,11,3,5,3,3,3,4,4,5,4,1,10,1,3,4,3,4,4,4,5,5,2,1,1,1,NA,54,99,0,2,2,2,1,3800,2,2,2019,1,4,50,3,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.5,3,1,1,0,0,0.5,0.899999976158142,1,0.949999988079071,0.5,0.333333343267441,0.5,0.5,0.5,0.666666686534882,0.5,0.5,3,3,3,3,3,4,4,5,4,0.425925940275192,0.416666656732559,0,1,1,1,0.75,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3801,10,1,42,5,2,4,1,3,3,5,6,3,2,7,7,2,4,5,5,5,4,4,6,3,2,1,2,2,3,3,99,0,2,1,2,1,3801,1,3,2018,0,3,41,2,2,0,1,0,NA,2,2,2,2,2,1,0.090909093618393,0.666666686534882,1,0.300000011920929,2,1,0,0,0,0.25,0.300000011920929,0.699999988079071,0.5,0.666666686534882,0.666666686534882,0.666666686534882,0.5,0.5,0.833333313465118,0.638888895511627,0.75,2,4,1,3,3,3,2,3,2,0.259259253740311,0.270833343267441,0,1,0,0,0.25,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3801,11,1,43,5,1,6,1,1,4,6,6,4,6,9,7,2,3,6,5,6,5,3,7,2,2,2,2,1,NA,3,99,0,1,1,2,1,3801,2,3,2019,0,3,41,2,2,0,1,0,NA,2,2,2,2,2,1,0.090909093618393,0.666666686534882,1,0.200000002980232,1,0,0,0,0,0,0.100000001490116,0.699999988079071,0.400000005960464,0.833333313465118,0.666666686534882,0.833333313465118,0.666666686534882,0.333333343267441,1,0.722222208976746,0.5,1,2,1,1,4,2,2,4,6,0.259259253740311,0.1875,0,0,0,1,0.25,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3801,12,1,44,5,2,6,1,2,3,5,6,3,2,7,5,2,4,6,5,5,4,3,7,2,2,2,2,2,NA,3,2,0,1,1,2,1,3801,3,3,2020,0,3,41,2,2,0,1,0,2,2,2,2,2,2,1,0.090909093618393,0.666666686534882,1,0.200000002980232,1,0,0,0,0,0,0.300000011920929,0.5,0.400000005960464,0.833333313465118,0.666666686534882,0.666666686534882,0.5,0.333333343267441,1,0.666666686534882,0.75,2,2,1,2,3,3,2,3,2,0.203703716397285,0.20833332836628,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,0.25,-0.25,0.300000011920929,-0.100000008940697,0.5,-0.0999999940395355,0.75,-0.25,0.638888895511627,0.0833333134651184,0.259259253740311,0,0.270833343267441,-0.0833333432674408,0,0,0,0
3802,10,1,53,3,3,5,6,6,6,6,7,6,5,2,4,3,3,7,7,6,7,7,7,6,2,1,1,1,54,53,99,1,2,2,2,1,3802,1,2,2018,0,4,52,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333333343267441,0,0.600000023841858,4,1,1,0,0,0.5,0.800000011920929,0.400000005960464,0.600000023841858,1,1,0.833333313465118,1,1,1,0.972222208976746,0.5,3,3,6,6,6,2,1,6,5,0.537037074565887,0.520833313465118,0,1,1,1,0.75,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3802,11,1,54,4,4,3,6,2,6,3,6,2,3,8,7,4,2,4,6,5,7,7,7,8,2,2,2,2,NA,54,99,1,2,2,2,2,3802,2,2,2019,0,4,52,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.800000011920929,5,1,1,1,0,0.75,0.200000002980232,0.699999988079071,0.449999988079071,0.5,0.833333313465118,0.666666686534882,1,1,1,0.833333313465118,0.25,4,5,6,2,6,5,2,2,3,0.481481462717056,0.5,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3803,10,2,34,10,2,5,4,3,3,4,4,4,4,5,2,3,4,5,4,4,4,4,6,3,2,2,2,1,3,54,99,1,1,2,2,1,3803,1,3,2018,1,2,33,2,3,0,0,1,NA,7,7,7,8,7,2,0.545454561710358,0.333333343267441,0,0.300000011920929,2,0,1,0,0,0.25,0.5,0.200000002980232,0.349999994039536,0.666666686534882,0.5,0.5,0.5,0.5,0.833333313465118,0.583333313465118,0.75,2,3,4,3,3,4,4,4,4,0.407407402992249,0.395833343267441,0,0,0,1,0.25,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3803,11,2,35,11,3,3,3,3,4,4,5,4,3,5,5,4,3,4,3,5,4,5,6,5,2,2,2,1,NA,53,7,1,2,2,2,1,3803,2,3,2019,1,2,33,2,3,0,0,1,7,7,7,7,8,7,2,0.545454561710358,0,0,0.5,3,1,1,0,0,0.5,0.5,0.5,0.5,0.5,0.333333343267441,0.666666686534882,0.5,0.666666686534882,0.833333313465118,0.583333313465118,0.5,3,5,3,3,4,4,3,4,3,0.425925940275192,0.4375,0,0,0,1,0.25,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3803,12,2,36,11,3,5,3,3,3,4,4,3,3,5,3,4,4,4,3,5,4,5,7,3,2,2,2,1,NA,53,8,1,1,2,2,1,3803,3,3,2020,1,3,33,2,3,0,0,1,8,7,7,7,8,8,2,0.636363625526428,0,0,0.300000011920929,2,0,1,0,0,0.25,0.5,0.300000011920929,0.400000005960464,0.5,0.333333343267441,0.666666686534882,0.5,0.666666686534882,1,0.611111104488373,0.75,3,3,3,3,3,4,4,3,3,0.370370388031006,0.375,0,0,0,1,0.25,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,0.25,0.25,0.300000011920929,0.199999988079071,0.349999994039536,0.150000005960464,0.75,-0.25,0.583333313465118,0,0.407407402992249,0.0185185372829437,0.395833343267441,0.0416666567325592,0.0185185372829437,0,0.0416666567325592,0
3804,10,2,19,6,3,4,2,3,2,5,5,3,3,5,5,2,1,4,4,4,7,7,7,5,2,2,2,1,NA,52,99,0,2,1,2,2,3804,1,1,2018,1,1,18,1,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.666666686534882,1,0.5,3,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.75,0,3,4,2,3,2,3,3,3,3,0.314814805984497,0.3125,0,0,0,1,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3805,10,1,26,11,4,4,4,3,5,4,5,4,4,5,5,4,3,4,4,5,4,4,4,5,2,2,2,2,56,54,5,0,2,2,1,2,3805,1,2,2018,0,2,25,1,3,0,0,1,5,5,5,5,5,5,1,0.363636374473572,0,0,0.5,3,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.666666686534882,0.5,0.5,0.5,0.527777791023254,0.5,4,4,4,3,5,4,3,4,4,0.481481462717056,0.479166656732559,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3805,11,1,27,11,4,4,4,4,4,4,4,4,4,8,8,3,3,1,4,4,4,1,2,6,2,2,2,1,NA,1,99,0,1,2,2,2,3805,2,2,2019,0,2,25,1,3,0,0,1,NA,5,5,5,5,5,1,0.363636374473572,0.333333343267441,0,0.600000023841858,4,0,1,1,0,0.5,0.200000002980232,0.800000011920929,0.5,0,0.5,0.5,0.5,0,0.16666667163372,0.277777791023254,0.5,4,4,4,4,4,4,4,4,4,0.5,0.5,0,0,0,1,0.25,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3806,10,2,54,9,4,4,4,4,4,4,4,4,4,5,5,3,3,4,4,4,4,4,4,5,2,1,2,1,56,54,99,1,2,2,1,1,3806,1,2,2018,1,4,53,3,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.333333343267441,0,0.5,3,1,1,0,1,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,4,4,4,4,4,4,4,4,0.5,0.5,0,1,0,1,0.5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3806,11,2,55,9,4,4,4,4,4,4,4,4,4,5,5,3,3,4,4,4,4,4,4,5,2,1,2,1,NA,54,99,1,2,2,1,2,3806,2,2,2019,1,4,53,3,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.333333343267441,0,0.5,3,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,4,4,4,4,4,4,4,4,0.5,0.5,0,1,0,1,0.5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3807,10,2,35,3,1,7,1,3,1,1,7,6,1,0,10,3,3,7,7,7,6,6,7,5,2,1,1,1,3,50,10,1,2,2,2,1,3807,1,3,2018,1,2,34,2,1,1,0,0,10,10,10,6,7,10,3,0.818181812763214,0.333333343267441,0,0.5,3,1,1,0,0,0.5,1,1,1,1,1,1,0.833333313465118,0.833333313465118,1,0.944444417953491,0.5,1,1,1,3,1,7,1,6,1,0.240740731358528,0.270833343267441,0,1,1,1,0.75,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
