"codpanelista2","wave","sex","age","education","femindexa","femindexb","femindexc","femindexd","femindexe","femindexf","femindexg","femindexh","femindexi","immigeco","immicult","polintr","constpref","populisma","populismd","populismf","populismi","populismj","populismn","lrself","femstrike","femdemonstrate","feminfo","femtalk","vote2016","voteintentionspain","hhincome","livingpartner","indeprespect","curiosmanners","selfconfobed","empathybehave","idcode","time","nwaves","year","female","age4","cohort","g3cohort","edu3","edu3_1","edu3_2","edu3_3","hincome","hincome17all","hincome18all","hincome19all","hincome20all","hincome_all","x3hincall","dhincome_all","intpol","dintpol","ideol","ideo5","a_respect","a_manner","a_behave","a_obedient","authoritarian","natveco","natvcult","nativism","ip_populisma","ip_populismd","ip_populismf","ip_populismi","ip_populismj","ip_populismn","pop6amz","orgterr","imsex_1a","imsex_2b","imsex_3c","imsex_4d","imsex_5e","imsex_6f","imsex_7g","imsex_8h","imsex_9i","msexism","swim_msex","p8m_strike","p8m_demonst","p8m_mobiliz","p8m_talked","ip8m","vim_vox","vim_pp","rv16all","t1edu3","t1x3hincall","t1dintpol","t1ideo5","t1rv16all","t2partner","t2ip8m","l2vim_vox","lsvim_vox","l2authoritarian","lsauthoritarian","l2ideol","lsideol","l2nativism","lsnativism","l2orgterr","lsorgterr","l2pop6amz","lspop6amz","l2msexism","lsmsexism","l2swim_msex","lsswim_msex","posmsex","negmsex","posswim","negswim"
171,11,1,42,4,4,5,4,3,3,2,6,5,2,5,8,3,1,6,4,5,4,4,6,3,2,2,2,2,NA,54,99,1,2,2,2,1,171,2,4,2019,0,3,40,2,1,1,0,0,NA,1,1,1,1,1,1,0,0.333333343267441,0,0.300000011920929,2,1,1,0,0,0.5,0.5,0.800000011920929,0.649999976158142,0.833333313465118,0.5,0.666666686534882,0.5,0.5,0.833333313465118,0.638888895511627,0,4,3,4,3,3,6,2,5,2,0.425925940275192,0.458333343267441,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0.5,-0.25,0.300000011920929,-0.100000008940697,0.649999976158142,0.150000035762787,0.25,-0.25,0.722222208976746,-0.277777761220932,0.277777791023254,-0.0370370596647263,0.270833343267441,0,0,-0.0370370596647263,0,0
171,12,1,43,4,1,5,5,3,3,3,5,5,3,5,7,3,1,5,4,3,4,5,5,2,2,2,2,2,NA,55,1,1,2,2,2,1,171,3,4,2020,0,3,40,2,1,1,0,0,1,1,1,1,1,1,1,0,0.333333343267441,0,0.200000002980232,1,1,1,0,0,0.5,0.5,0.699999988079071,0.600000023841858,0.666666686534882,0.5,0.333333343267441,0.5,0.666666686534882,0.666666686534882,0.555555582046509,0,1,3,5,3,3,5,3,5,3,0.407407402992249,0.416666656732559,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0.25,0.25,0.200000002980232,0.100000008940697,0.800000011920929,-0.150000035762787,0,0,0.444444447755814,0.194444447755814,0.240740731358528,0.185185208916664,0.270833343267441,0.1875,0.185185208916664,0,0.1875,0
172,9,1,45,11,3,3,1,3,2,5,5,2,2,9,6,1,5,7,5,6,5,7,7,3,NA,NA,NA,NA,5,54,9,NA,2,1,2,1,172,0,4,2017,0,3,45,3,3,0,0,1,9,9,9,9,9,9,3,0.727272748947144,1,1,0.300000011920929,2,1,0,0,0,0.25,0.100000001490116,0.600000023841858,0.350000023841858,1,0.666666686534882,0.833333313465118,0.666666686534882,1,1,0.861111104488373,1,3,5,1,3,2,3,3,2,2,0.277777791023254,0.291666656732559,NA,NA,NA,NA,NA,0,0,2,3,3,1,2,2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,10,1,46,11,3,5,1,3,3,6,6,3,1,8,5,1,5,7,5,7,6,7,7,3,2,2,1,1,3,54,9,0,1,1,2,1,172,1,4,2018,0,4,45,3,3,0,0,1,9,9,9,9,9,9,3,0.727272748947144,1,1,0.300000011920929,2,0,0,0,0,0,0.200000002980232,0.5,0.349999994039536,1,0.666666686534882,1,0.833333313465118,1,1,0.916666686534882,1,3,3,1,3,3,2,2,3,1,0.222222208976746,0.25,0,0,1,1,0.5,0,0,2,3,3,1,2,2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,11,1,47,11,1,6,1,1,2,7,7,1,1,7,5,2,5,6,4,7,5,7,4,4,2,2,1,1,NA,54,9,0,2,1,2,1,172,2,4,2019,0,4,45,3,3,0,0,1,9,9,9,9,9,9,3,0.727272748947144,0.666666686534882,1,0.400000005960464,2,1,0,0,0,0.25,0.300000011920929,0.5,0.400000005960464,0.833333313465118,0.5,1,0.666666686534882,1,0.5,0.75,1,1,2,1,1,2,1,1,1,1,0.0370370335876942,0.0416666679084301,0,0,1,1,0.5,0,0,2,3,3,1,2,2,0,0.5,0,0,0.25,-0.25,0.300000011920929,0,0.350000023841858,-2.98023223876953e-08,1,0,0.861111104488373,0.0555555820465088,0.277777791023254,-0.0555555820465088,0.291666656732559,-0.0416666567325592,0,-0.0555555820465088,0,-0.0416666567325592
172,12,1,48,11,2,6,1,2,3,5,5,2,1,7,5,2,5,5,2,4,5,5,5,4,2,2,1,1,NA,3,9,0,1,1,2,1,172,3,4,2020,0,4,45,3,3,0,0,1,9,9,9,9,9,9,3,0.727272748947144,0.666666686534882,1,0.400000005960464,2,0,0,0,0,0,0.300000011920929,0.5,0.400000005960464,0.666666686534882,0.16666667163372,0.5,0.666666686534882,0.666666686534882,0.666666686534882,0.555555582046509,1,2,2,1,2,3,3,3,2,1,0.185185194015503,0.20833332836628,0,0,1,1,0.5,0,0,2,3,3,1,2,2,0,0.5,0,0,0,0.25,0.300000011920929,0.0999999940395355,0.349999994039536,0.050000011920929,1,0,0.916666686534882,-0.166666686534882,0.222222208976746,-0.185185179114342,0.25,-0.20833332836628,0,-0.185185179114342,0,-0.20833332836628
174,9,2,50,3,1,6,1,1,1,7,6,4,1,8,7,4,1,6,5,7,5,7,7,2,NA,NA,NA,NA,NA,53,99,NA,1,1,2,1,174,0,4,2017,1,4,50,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.200000002980232,1,0,0,0,0,0,0.200000002980232,0.699999988079071,0.449999988079071,0.833333313465118,0.666666686534882,1,0.666666686534882,1,1,0.861111104488373,0,1,2,1,1,1,1,2,4,1,0.0925925970077515,0.10416666418314,NA,NA,NA,NA,NA,0,0,NA,1,NA,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,10,2,51,3,1,7,7,1,1,5,7,2,2,10,7,4,1,4,4,4,5,5,5,2,2,2,2,2,NA,54,99,0,1,2,2,1,174,1,4,2018,1,4,50,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.200000002980232,1,0,1,0,0,0.25,0,0.699999988079071,0.349999994039536,0.5,0.5,0.5,0.666666686534882,0.666666686534882,0.666666686534882,0.583333373069763,0,1,1,7,1,1,3,1,2,2,0.185185194015503,0.1875,0,0,0,0,0,0,0,NA,1,NA,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,11,2,52,3,1,7,7,1,1,7,7,1,1,10,7,4,1,4,4,4,4,4,4,4,2,2,2,2,NA,54,99,0,1,1,2,1,174,2,4,2019,1,4,50,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.400000005960464,2,0,0,0,0,0,0,0.699999988079071,0.349999994039536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,7,1,1,1,1,1,1,0.111111104488373,0.125,0,0,0,0,0,0,0,NA,1,NA,0,1,NA,0,0,0,0,0,0.25,0.200000002980232,0,0.449999988079071,-0.0999999940395355,0,0,0.861111104488373,-0.27777773141861,0.0925925970077515,0.0925925970077515,0.10416666418314,0.0833333358168602,0.0925925970077515,0,0.0833333358168602,0
174,12,2,53,3,2,6,3,2,3,5,5,6,2,10,2,4,1,4,4,6,4,4,4,3,2,2,2,2,NA,55,99,0,1,1,2,2,174,3,4,2020,1,4,50,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.300000011920929,2,0,0,1,0,0.25,0,0.200000002980232,0.100000001490116,0.5,0.5,0.833333313465118,0.5,0.5,0.5,0.555555582046509,0,2,2,3,2,3,3,3,6,2,0.314814805984497,0.333333343267441,0,0,0,0,0,0,0,NA,1,NA,0,1,NA,0,0,0,0,0.25,-0.25,0.200000002980232,0.200000002980232,0.349999994039536,0,0,0,0.583333373069763,-0.0833333730697632,0.185185194015503,-0.0740740895271301,0.1875,-0.0625,0,-0.0740740895271301,0,-0.0625
175,9,1,32,8,2,7,2,1,1,6,7,2,2,10,9,2,2,7,6,4,5,7,6,6,NA,NA,NA,NA,NA,4,99,NA,2,2,2,2,175,0,3,2017,0,2,32,2,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.666666686534882,1,0.600000023841858,4,1,1,1,0,0.75,0,0.899999976158142,0.449999988079071,1,0.833333313465118,0.5,0.666666686534882,1,0.833333313465118,0.805555582046509,0.25,2,1,2,1,1,2,1,2,2,0.0925925970077515,0.0833333358168602,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,10,1,33,8,1,6,1,1,1,6,6,1,1,10,3,2,3,4,4,4,6,6,6,6,2,2,2,2,NA,4,99,1,2,2,2,1,175,1,3,2018,0,2,32,2,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.666666686534882,1,0.600000023841858,4,1,1,0,0,0.5,0,0.300000011920929,0.150000005960464,0.5,0.5,0.5,0.833333313465118,0.833333313465118,0.833333313465118,0.666666626930237,0.5,1,2,1,1,1,2,2,1,1,0.0555555634200573,0.0625,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,11,1,34,8,1,7,1,1,1,7,3,2,1,8,9,2,4,6,5,6,5,6,5,5,2,2,2,1,NA,54,99,1,2,2,2,2,175,2,3,2019,0,2,32,2,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.666666686534882,1,0.5,3,1,1,1,0,0.75,0.200000002980232,0.899999976158142,0.550000011920929,0.833333313465118,0.666666686534882,0.833333313465118,0.666666686534882,0.833333313465118,0.666666686534882,0.75,0.75,1,1,1,1,1,1,5,2,1,0.0925925970077515,0.10416666418314,0,0,0,1,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.75,-0.25,0.600000023841858,0,0.449999988079071,-0.299999982118607,0.25,0.25,0.805555582046509,-0.138888955116272,0.0925925970077515,-0.0370370335876942,0.0833333358168602,-0.0208333358168602,0,-0.0370370335876942,0,-0.0208333358168602
177,12,2,47,11,2,6,2,2,1,3,5,2,2,3,7,3,5,7,3,4,4,7,7,3,2,2,2,2,NA,55,10,0,1,1,2,1,177,3,1,2020,1,4,44,2,3,0,0,1,10,10,10,10,10,10,3,0.818181812763214,0.333333343267441,0,0.300000011920929,2,0,0,0,0,0,0.699999988079071,0.699999988079071,0.699999988079071,1,0.333333343267441,0.5,0.5,1,1,0.722222208976746,1,2,2,2,2,1,5,3,2,2,0.222222208976746,0.22916667163372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,9,2,43,9,4,4,4,4,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,5,NA,NA,NA,NA,56,54,99,NA,2,2,2,1,180,0,4,2017,1,3,43,2,3,0,0,1,NA,9,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.800000011920929,0.200000002980232,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,4,4,4,4,4,4,4,4,4,0.5,0.5,NA,NA,NA,NA,NA,0,0,4,3,3,0,3,4,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,10,2,44,9,3,6,4,2,4,7,6,5,3,4,9,3,4,4,4,4,4,4,7,5,2,2,2,1,NA,54,99,1,2,2,2,1,180,1,4,2018,1,3,43,2,3,0,0,1,NA,9,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.600000023841858,0.899999976158142,0.75,0.5,0.5,0.5,0.5,0.5,1,0.583333313465118,0.75,3,2,4,2,4,1,2,5,3,0.314814805984497,0.3125,0,0,0,1,0.25,0,0,4,3,3,0,3,4,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,11,2,45,9,2,5,4,3,4,6,6,4,3,4,8,3,3,6,4,4,7,6,7,5,2,2,2,2,NA,54,99,1,1,2,2,1,180,2,4,2019,1,3,43,2,3,0,0,1,NA,9,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,0,1,0,0,0.25,0.600000023841858,0.800000011920929,0.700000047683716,0.833333313465118,0.5,0.5,1,0.833333313465118,1,0.777777791023254,0.5,2,3,4,3,4,2,2,4,3,0.333333343267441,0.333333343267441,0,0,0,0,0,0,0,4,3,3,0,3,4,1,0.25,0,0,0.5,0,0.5,0,0.5,0.25,0.75,0,0.5,0.0833333134651184,0.5,-0.185185194015503,0.5,-0.1875,0,-0.185185194015503,0,-0.1875
180,12,2,46,9,4,4,4,4,4,4,4,4,3,5,5,4,3,4,4,5,6,5,7,5,2,2,2,2,NA,55,9,1,2,2,2,1,180,3,4,2020,1,4,43,2,3,0,0,1,9,9,9,9,9,9,3,0.727272748947144,0,0,0.5,3,1,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.666666686534882,0.833333313465118,0.666666686534882,1,0.694444417953491,0.5,4,4,4,4,4,4,4,4,3,0.481481462717056,0.5,0,0,0,0,0,0,0,4,3,3,0,3,4,1,0.25,0,0,0.5,-0.25,0.5,0,0.75,-0.0499999523162842,0.75,-0.25,0.583333313465118,0.194444477558136,0.314814805984497,0.0185185372829437,0.3125,0.0208333432674408,0.0185185372829437,0,0.0208333432674408,0
181,9,2,36,8,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,7,5,NA,NA,NA,NA,2,2,99,NA,2,2,2,1,181,0,4,2017,1,3,36,2,3,0,0,1,NA,3,3,3,3,3,1,0.181818187236786,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.600000023841858,0.400000005960464,0.5,0.5,0.5,0.5,0.5,0.5,1,0.583333313465118,0.5,4,4,5,4,4,4,4,4,4,0.518518507480621,0.520833313465118,NA,NA,NA,NA,NA,0,1,0,3,1,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,10,2,37,8,1,7,2,1,1,6,7,1,1,2,5,3,3,6,4,2,6,6,7,6,2,2,2,2,2,4,99,0,2,2,2,1,181,1,4,2018,1,3,36,2,3,0,0,1,NA,3,3,3,3,3,1,0.181818187236786,0.333333343267441,0,0.600000023841858,4,1,1,0,0,0.5,0.800000011920929,0.5,0.649999976158142,0.833333313465118,0.5,0.16666667163372,0.833333313465118,0.833333313465118,1,0.694444417953491,0.5,1,1,2,1,1,2,1,1,1,0.0370370335876942,0.0416666679084301,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,11,2,38,8,1,7,1,1,1,7,7,3,2,2,7,3,3,6,6,6,6,6,7,7,2,2,2,2,NA,2,99,0,2,2,2,1,181,2,4,2019,1,3,36,2,3,0,0,1,NA,3,3,3,3,3,1,0.181818187236786,0.333333343267441,0,0.699999988079071,4,1,1,0,0,0.5,0.800000011920929,0.699999988079071,0.75,0.833333313465118,0.833333313465118,0.833333313465118,0.833333313465118,0.833333313465118,1,0.861111104488373,0.5,1,1,1,1,1,1,1,3,2,0.0555555634200573,0.0416666679084301,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0.5,0,0.5,0.100000023841858,0.5,0.149999976158142,0.5,0,0.583333313465118,0.111111104488373,0.518518507480621,-0.481481462717056,0.520833313465118,-0.479166656732559,0,-0.481481462717056,0,-0.479166656732559
181,12,2,39,8,2,7,2,2,1,4,6,2,2,2,2,3,3,4,4,6,5,4,6,7,2,2,2,2,NA,2,3,0,1,2,2,1,181,3,4,2020,1,3,36,2,3,0,0,1,3,3,3,3,3,3,1,0.181818187236786,0.333333343267441,0,0.699999988079071,4,0,1,0,0,0.25,0.800000011920929,0.200000002980232,0.5,0.5,0.5,0.833333313465118,0.666666686534882,0.5,0.833333313465118,0.638888895511627,0.5,2,1,2,2,1,4,2,2,2,0.16666667163372,0.16666667163372,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0.5,0,0.600000023841858,0.0999999642372131,0.649999976158142,0.100000023841858,0.5,0,0.694444417953491,0.166666686534882,0.0370370335876942,0.0185185298323631,0.0416666679084301,0,0.0185185298323631,0,0,0
186,9,2,31,4,2,7,3,1,2,6,7,3,1,5,4,3,1,6,5,6,6,6,7,5,NA,NA,NA,NA,NA,53,8,NA,1,1,2,1,186,0,4,2017,1,2,31,2,1,1,0,0,8,8,9,3,9,8,2,0.636363625526428,0.333333343267441,0,0.5,3,0,0,0,0,0,0.5,0.400000005960464,0.449999988079071,0.833333313465118,0.666666686534882,0.833333313465118,0.833333313465118,0.833333313465118,1,0.833333313465118,0,2,1,3,1,2,2,1,3,1,0.129629626870155,0.14583332836628,NA,NA,NA,NA,NA,0,0,4,1,2,0,3,4,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,10,2,32,4,2,6,1,2,2,7,7,3,1,5,6,3,3,7,4,6,6,6,6,5,2,2,2,1,51,54,9,1,2,2,1,2,186,1,4,2018,1,2,31,2,1,1,0,0,9,8,9,3,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,1,1,1,1,1,0.5,0.600000023841858,0.550000011920929,1,0.5,0.833333313465118,0.833333313465118,0.833333313465118,0.833333313465118,0.805555522441864,0.5,2,2,1,2,2,1,1,3,1,0.111111104488373,0.125,0,0,0,1,0.25,0,0,4,1,2,0,3,4,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,11,2,33,4,2,6,2,2,3,6,6,6,2,5,6,3,3,6,5,6,6,6,6,5,2,2,2,1,NA,54,3,1,2,2,2,2,186,2,4,2019,1,2,31,2,1,1,0,0,3,8,9,3,9,3,1,0.181818187236786,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.5,0.600000023841858,0.550000011920929,0.833333313465118,0.666666686534882,0.833333313465118,0.833333313465118,0.833333313465118,0.833333313465118,0.805555522441864,0.5,2,2,2,2,3,2,2,6,2,0.259259253740311,0.270833343267441,0,0,0,1,0.25,0,0,4,1,2,0,3,4,1,0.25,0,0,0,1,0.5,0,0.449999988079071,0.100000023841858,0,0.5,0.833333313465118,-0.0277777910232544,0.129629626870155,-0.0185185223817825,0.14583332836628,-0.0208333283662796,0,-0.0185185223817825,0,-0.0208333283662796
186,12,2,34,4,3,6,2,5,3,6,6,4,2,5,6,3,3,6,4,6,5,5,7,4,2,2,2,2,NA,1,9,1,2,2,2,2,186,3,4,2020,1,2,31,2,1,1,0,0,9,8,9,3,9,9,3,0.727272748947144,0.333333343267441,0,0.400000005960464,2,1,1,1,0,0.75,0.5,0.600000023841858,0.550000011920929,0.833333313465118,0.5,0.833333313465118,0.666666686534882,0.666666686534882,1,0.75,0.5,3,2,2,5,3,2,2,4,2,0.296296268701553,0.3125,0,0,0,0,0,0,0,4,1,2,0,3,4,1,0.25,0,0,1,-0.25,0.5,0,0.550000011920929,0,0.5,0,0.805555522441864,0,0.111111104488373,0.148148149251938,0.125,0.145833343267441,0.148148149251938,0,0.145833343267441,0
188,9,2,29,4,3,5,4,3,3,5,5,4,3,2,9,4,2,4,4,6,4,6,7,5,NA,NA,NA,NA,56,54,99,NA,1,2,2,1,188,0,4,2017,1,2,29,1,1,1,0,0,NA,5,5,5,5,5,1,0.363636374473572,0,0,0.5,3,0,1,0,0,0.25,0.800000011920929,0.899999976158142,0.850000023841858,0.5,0.5,0.833333313465118,0.5,0.833333313465118,1,0.694444417953491,0.25,3,3,4,3,3,3,3,4,3,0.370370388031006,0.375,NA,NA,NA,NA,NA,0,0,4,1,1,0,3,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,10,2,30,4,3,5,3,2,3,5,5,4,3,4,8,4,2,5,4,4,4,5,5,5,2,2,2,2,56,54,99,1,1,2,2,2,188,1,4,2018,1,2,29,1,1,1,0,0,NA,5,5,5,5,5,1,0.363636374473572,0,0,0.5,3,0,1,1,0,0.5,0.600000023841858,0.800000011920929,0.700000047683716,0.666666686534882,0.5,0.5,0.5,0.666666686534882,0.666666686534882,0.583333373069763,0.25,3,3,3,2,3,3,3,4,3,0.333333343267441,0.333333343267441,0,0,0,0,0,0,0,4,1,1,0,3,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,11,2,31,4,2,5,5,4,4,5,5,5,3,5,5,3,1,4,4,4,4,4,4,5,2,2,2,2,NA,54,99,1,1,2,2,2,188,2,4,2019,1,2,29,1,1,1,0,0,NA,5,5,5,5,5,1,0.363636374473572,0.333333343267441,0,0.5,3,0,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,2,3,5,4,4,3,3,5,3,0.425925940275192,0.4375,0,0,0,0,0,0,0,4,1,1,0,3,4,1,0,0,0,0.25,0.25,0.5,0,0.850000023841858,-0.149999976158142,0.25,0,0.694444417953491,-0.111111044883728,0.370370388031006,-0.0370370447635651,0.375,-0.0416666567325592,0,-0.0370370447635651,0,-0.0416666567325592
188,12,2,32,4,1,7,4,1,1,4,6,5,1,4,4,4,3,4,1,4,4,7,7,5,2,2,2,2,NA,55,5,1,1,2,2,1,188,3,4,2020,1,2,29,1,1,1,0,0,5,5,5,5,5,5,1,0.363636374473572,0,0,0.5,3,0,1,0,0,0.25,0.600000023841858,0.400000005960464,0.5,0.5,0,0.5,0.5,1,1,0.583333313465118,0.5,1,1,4,1,1,4,2,5,1,0.203703716397285,0.22916667163372,0,0,0,0,0,0,0,4,1,1,0,3,4,1,0,0,0,0.5,0,0.5,0,0.700000047683716,-0.200000047683716,0.25,-0.25,0.583333373069763,-0.0833333730697632,0.333333343267441,0.0925925970077515,0.333333343267441,0.104166656732559,0.0925925970077515,0,0.104166656732559,0
190,10,2,47,3,4,6,5,5,4,5,6,4,4,2,2,4,1,6,7,1,7,6,7,7,2,2,1,1,4,4,4,1,2,2,2,1,190,1,3,2018,1,4,46,3,1,1,0,0,4,4,4,7,4,4,1,0.272727280855179,0,0,0.699999988079071,4,1,1,0,0,0.5,0.800000011920929,0.200000002980232,0.5,0.833333313465118,1,0,1,0.833333313465118,1,0.777777791023254,0,4,2,5,5,4,3,2,4,4,0.444444447755814,0.4375,0,0,1,1,0.5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,11,2,48,3,5,6,4,4,6,5,5,5,5,5,8,3,4,7,4,6,7,6,7,5,2,2,2,1,NA,54,7,1,2,2,2,1,190,2,3,2019,1,4,46,3,1,1,0,0,7,4,4,7,4,7,2,0.545454561710358,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.5,0.800000011920929,0.649999976158142,1,0.5,0.833333313465118,1,0.833333313465118,1,0.861111104488373,0.75,5,2,4,4,6,3,3,5,5,0.518518507480621,0.5,0,0,0,1,0.25,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,12,2,49,4,5,3,5,5,5,5,5,5,4,4,8,3,4,6,5,7,6,6,7,5,2,2,2,2,NA,52,4,1,2,2,2,1,190,3,3,2020,1,4,46,3,1,1,0,0,4,4,4,7,4,4,1,0.272727280855179,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.600000023841858,0.800000011920929,0.700000047683716,0.833333313465118,0.666666686534882,1,0.833333313465118,0.833333313465118,1,0.861111104488373,0.75,5,5,5,5,5,3,3,5,4,0.57407408952713,0.583333313465118,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0.699999988079071,-0.199999988079071,0.5,0.149999976158142,0,0.75,0.777777791023254,0.0833333134651184,0.444444447755814,0.0740740597248077,0.4375,0.0625,0.0740740597248077,0,0.0625,0
191,9,2,33,7,2,4,4,2,3,5,5,5,3,5,5,3,4,5,4,3,4,5,5,5,NA,NA,NA,NA,56,54,99,NA,2,2,2,2,191,0,4,2017,1,2,33,2,2,0,1,0,NA,5,5,4,3,5,1,0.363636374473572,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.5,0.5,0.5,0.666666686534882,0.5,0.333333343267441,0.5,0.666666686534882,0.666666686534882,0.555555582046509,0.75,2,4,4,2,3,3,3,5,3,0.370370388031006,0.375,NA,NA,NA,NA,NA,0,0,1,2,1,0,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,10,2,34,7,2,5,2,1,2,4,5,4,2,5,5,3,2,4,3,3,5,5,6,5,2,2,2,2,1,54,5,1,2,2,2,2,191,1,4,2018,1,2,33,2,2,0,1,0,5,5,5,4,3,5,1,0.363636374473572,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.5,0.5,0.5,0.5,0.333333343267441,0.333333343267441,0.666666686534882,0.666666686534882,0.833333313465118,0.555555582046509,0.25,2,3,2,1,2,4,3,4,2,0.259259253740311,0.270833343267441,0,0,0,0,0,0,0,1,2,1,0,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,11,2,35,7,2,2,4,2,2,4,4,4,4,6,5,3,3,5,4,4,3,4,5,5,2,2,2,2,NA,54,4,1,2,2,2,1,191,2,4,2019,1,2,33,2,2,0,1,0,4,5,5,4,3,4,1,0.272727280855179,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.400000005960464,0.5,0.449999988079071,0.666666686534882,0.5,0.5,0.333333343267441,0.5,0.666666686534882,0.527777791023254,0.5,2,6,4,2,2,4,4,4,4,0.425925940275192,0.416666656732559,0,0,0,0,0,0,0,1,2,1,0,3,1,1,0,0,0,0.75,0,0.5,0,0.5,0,0.75,-0.5,0.555555582046509,0,0.370370388031006,-0.111111134290695,0.375,-0.104166656732559,0,-0.111111134290695,0,-0.104166656732559
